run_id,destruction_pct,protocol,accuracy
216,40,tbcp,63.49206349206349
217,40,tbcp,54.421768707483
218,40,tbcp,31.746031746031743
219,40,tbcp,47.61904761904761
220,40,tbcp,23.809523809523807
221,40,tbcp,31.746031746031743
222,40,tbcp,71.42857142857143
223,40,tbcp,68.02721088435374
224,40,tbcp,54.421768707483
225,40,tbcp,71.42857142857143
226,40,tbcp,47.61904761904761
227,40,tbcp,95.23809523809523
228,40,tbcp,54.421768707483
229,40,tbcp,81.63265306122449
230,60,tbcp,76.19047619047619
231,60,tbcp,47.61904761904761
232,60,tbcp,71.42857142857143
233,60,tbcp,79.36507936507937
234,60,tbcp,95.23809523809523
235,60,tbcp,38.095238095238095
236,60,tbcp,57.14285714285714
237,60,tbcp,95.23809523809523
238,60,tbcp,31.746031746031743
239,60,tbcp,47.61904761904761
240,60,tbcp,79.36507936507937
241,60,tbcp,23.809523809523807
242,60,tbcp,19.047619047619047
243,60,tbcp,95.23809523809523
244,60,tbcp,0.0
245,60,tbcp,47.61904761904761
246,60,tbcp,63.49206349206349
247,60,tbcp,40.816326530612244
248,60,tbcp,95.23809523809523
249,60,tbcp,71.42857142857143
250,60,tbcp,95.23809523809523
251,60,tbcp,76.19047619047619
252,60,tbcp,63.49206349206349
253,60,tbcp,95.23809523809523
254,60,tbcp,79.36507936507937
255,60,tbcp,47.61904761904761
256,60,tbcp,31.746031746031743
257,60,tbcp,71.42857142857143
258,60,tbcp,19.047619047619047
259,60,tbcp,95.23809523809523
260,0,leach,15.714285714285714
261,0,leach,15.238095238095239
262,0,leach,15.714285714285714
263,0,leach,15.238095238095239
264,0,leach,15.238095238095239
265,0,leach,15.238095238095239
266,0,leach,15.714285714285714
267,0,leach,15.714285714285714
268,0,leach,16.19047619047619
269,0,leach,15.238095238095239
270,0,leach,15.714285714285714
271,0,leach,15.238095238095239
272,0,leach,15.238095238095239
273,0,leach,15.714285714285714
274,0,leach,15.238095238095239
275,0,leach,15.238095238095239
276,0,leach,15.714285714285714
277,0,leach,15.238095238095239
278,0,leach,15.238095238095239
279,0,leach,15.238095238095239
280,0,leach,15.714285714285714
281,0,leach,15.714285714285714
282,0,leach,15.238095238095239
283,0,leach,15.238095238095239
284,0,leach,15.238095238095239
285,0,leach,15.714285714285714
286,0,leach,15.714285714285714
287,0,leach,15.238095238095239
288,0,leach,15.238095238095239
289,0,leach,15.238095238095239
290,20,leach,15.714285714285714
291,20,leach,17.46031746031746
292,20,leach,9.523809523809524
293,20,leach,12.698412698412698
294,20,leach,10.884353741496598
295,20,leach,21.768707482993197
296,20,leach,8.465608465608465
297,20,leach,19.047619047619047
298,20,leach,25.396825396825395
299,20,leach,8.465608465608465
300,20,leach,21.768707482993197
301,20,leach,13.492063492063492
302,20,leach,16.93121693121693
303,20,leach,16.93121693121693
304,20,leach,19.047619047619047
305,20,leach,19.047619047619047
306,20,leach,19.642857142857142
307,20,leach,30.476190476190478
308,20,leach,8.465608465608465
309,20,leach,16.93121693121693
310,20,leach,15.238095238095239
311,20,leach,20.238095238095237
312,20,leach,10.119047619047619
313,20,leach,8.465608465608465
314,20,leach,19.047619047619047
315,20,leach,11.904761904761903
316,20,leach,10.884353741496598
317,20,leach,15.238095238095239
318,20,leach,17.46031746031746
319,20,leach,20.238095238095237
320,40,leach,12.698412698412698
321,40,leach,9.523809523809524
322,40,leach,25.396825396825395
323,40,leach,0.0
324,40,leach,21.08843537414966
325,40,leach,10.884353741496598
326,40,leach,19.047619047619047
327,40,leach,26.190476190476193
328,40,leach,30.476190476190478
329,40,leach,10.204081632653061
330,40,leach,21.768707482993197
331,40,leach,12.698412698412698
332,40,leach,15.238095238095239
333,40,leach,18.452380952380953
334,40,leach,25.396825396825395
335,40,leach,15.238095238095239
336,40,leach,0.0
337,40,leach,26.984126984126984
338,40,leach,15.238095238095239
339,40,leach,0.0
340,40,leach,15.238095238095239
341,40,leach,0.0
342,40,leach,0.0
343,40,leach,10.884353741496598
344,40,leach,25.396825396825395
345,40,leach,0.0
346,40,leach,11.564625850340136
347,40,leach,20.238095238095237
348,40,leach,16.19047619047619
349,40,leach,21.768707482993197
350,60,leach,19.047619047619047
351,60,leach,12.698412698412698
352,60,leach,25.396825396825395
353,60,leach,15.238095238095239
354,60,leach,0.0
355,60,leach,15.238095238095239
356,60,leach,14.285714285714285
357,60,leach,13.492063492063492
358,60,leach,13.492063492063492
359,60,leach,40.476190476190474
360,60,leach,15.238095238095239
361,60,leach,0.0
362,60,leach,0.0
363,60,leach,0.0
364,60,leach,0.0
365,60,leach,0.0
366,60,leach,15.238095238095239
367,60,leach,0.0
368,60,leach,38.095238095238095
369,60,leach,0.0
370,60,leach,26.984126984126984
371,60,leach,0.0
372,60,leach,38.095238095238095
373,60,leach,25.396825396825395
374,60,leach,30.476190476190478
375,60,leach,19.047619047619047
376,60,leach,0.0
377,60,leach,0.0
378,60,leach,19.047619047619047
379,60,leach,0.0
